Product Name,Technology,2G bands,Untitled,3G bands,Untitled,4G bands,Untitled,Untitled,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Untitled,Type,Size,Resolution,Protection,Untitled,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Dual,Features,Video,Loudspeaker,3.5mm jack,Untitled,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Untitled,Untitled,Charging,Talk time,Music play,Colors,Models,SAR,SAR EU,Price,Performance,Display,Camera,Loudspeaker,Audio quality,Battery life
Spice M-5055,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2010, June. Released 2010, June",Discontinued,104.1 x 44.9 x 15.9 mm (4.10 x 1.77 x 0.63 in),72.5 g (2.54 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",4MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1000 mAh battery,No,No,No,,"FM radio, scheduled recording",No,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,Black,,,,About 20 EUR,,,,Yes,,
Spice S-7000,GSM,GSM 900 / 1800,Removable Li-Ion 880 mAh battery,,Removable Li-Ion 880 mAh battery,,Removable Li-Ion 880 mAh battery,Removable Li-Ion 880 mAh battery,,"2010, June. Released 2010, June",Discontinued,108 x 52 x 11.8 mm (4.25 x 2.05 x 0.46 in),-,,Mini-SIM,Removable Li-Ion 880 mAh battery,"TFT resistive touchscreen, 256K colors","3.2 inches, 29.1 cm","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,Removable Li-Ion 880 mAh battery,,,,,"microSD, up to 16 GB (dedicated slot)",16MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 880 mAh battery,No,2.0,No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 880 mAh battery,Removable Li-Ion 880 mAh battery,,Up to 3 h 30 min,,White,,,,About 70 EUR,,,,Yes,,
Spice QT-50,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,"2010, May. Released 2010, May",Discontinued,110 x 58 x 13 mm (4.33 x 2.28 x 0.51 in),90 g (3.17 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT,  256K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",1MB,,,No,,,No,Yes,No,Removable Li-Ion 1000 mAh battery,No,No,No,,"FM radio, scheduled recording",No,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 4 h,,Black,,,,About 20 EUR,,,,Yes,,
Spice M-6262,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion battery,,Removable Li-Ion battery,,Removable Li-Ion battery,Removable Li-Ion battery,,2010. Released 2010,Discontinued,113 x 51 x 14 mm (4.45 x 2.01 x 0.55 in),130 g (4.59 oz),,Dual SIM (Mini-SIM),Removable Li-Ion battery,"TFT, 256K colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion battery,,,,,"microSD, up to 8 GB (dedicated slot)",1MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion battery,No,"1.2, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion battery,Removable Li-Ion battery,,Up to 6 h,,Black,,,,About 60 EUR,,,,Yes,,
Spice S-1200,GSM,GSM 900 / 1800 / 1900,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2010. Released 2010,Discontinued,114 x 52 x 16 mm (4.49 x 2.05 x 0.63 in),130 g (4.59 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery,"TFT, 256K colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 32 GB (dedicated slot)",70MB,,Xenon flash,480p@24fps,,Xenon flash,480p@24fps,Yes,No,Removable Li-Ion 1000 mAh battery,No,"1.2, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 3 h,,Black,,,,About 180 EUR,,,,Yes,,
Spice M-4242,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,2010. Released 2010,Discontinued,110.8 x 47 x 16 mm (4.36 x 1.85 x 0.63 in),92.6 (3.25 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1200 mAh battery,"TFT, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 1200 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",,,,,,,,Yes,No,Removable Li-Ion 1200 mAh battery,No,No,No,,"FM radio, scheduled recording",No,_,Removable Li-Ion 1200 mAh battery,Removable Li-Ion 1200 mAh battery,,Up to 5 h,,Black,,,,About 20 EUR,,,,Yes,,
Spice M-940n,GSM,GSM 900 / 1800 / 1900 - SIM 1,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,2010. Released 2010,Discontinued,115 x 50 x 13 mm (4.53 x 1.97 x 0.51 in),96 g (3.39 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1000 mAh battery,"TFT, 65K colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 1000 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",8MB,,,Yes,,,Yes,"Yes, with stereo speakers",No,Removable Li-Ion 1000 mAh battery,No,"2.0, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 1000 mAh battery,Removable Li-Ion 1000 mAh battery,,Up to 5 h,,Black,,,,About 60 EUR,,,,"Yes, with stereo speakers",,
Spice S-5010,GSM,GSM 900 / 1800,Removable Li-Ion 780 mAh battery,,Removable Li-Ion 780 mAh battery,,Removable Li-Ion 780 mAh battery,Removable Li-Ion 780 mAh battery,,2010. Released 2010,Discontinued,110 x 48.5 x 14.7 mm (4.33 x 1.91 x 0.58 in),93 g (3.28 oz),,Mini-SIM,Removable Li-Ion 780 mAh battery,"CSTN, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 780 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 780 mAh battery,No,No,No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 780 mAh battery,Removable Li-Ion 780 mAh battery,,Up to 3 h 30 min,,Black,,,,About 70 EUR,,,,Yes,,
Spice D-6666,GSM / CDMA2000,GSM 900 / 1800 - SIM 1,Removable Li-Ion battery,CDMA2000 1x,Removable Li-Ion battery,,Removable Li-Ion battery,Removable Li-Ion battery,"Yes, 384 kbps",2010. Released 2010,Discontinued,115 x 51.5 x 14.3 mm (4.53 x 2.03 x 0.56 in),104 g (3.67 oz),,Dual SIM (Mini-SIM),Removable Li-Ion battery,"TFT, 65K colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion battery,,,,,"microSD, up to 4 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion battery,No,"2.0, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion battery,Removable Li-Ion battery,,Up to 4 h 30 min,,Black,,,,About 80 EUR,,,,Yes,,
Spice M 4580,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1500 mAh battery,,Removable Li-Ion 1500 mAh battery,,Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,,2010. Released 2010,Discontinued,106 x 44.5 x 15.5 mm (4.17 x 1.75 x 0.61 in),95 g (3.35 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1500 mAh battery,"TFT, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 1500 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",2MB,,,,,,,Yes,No,Removable Li-Ion 1500 mAh battery,No,No,No,,"FM radio, scheduled recording",_,_,Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,,Up to 10 h,,Black,,,,About 30 EUR,,,,Yes,,
Spice S-5110,GSM,GSM 900 / 1800,Removable Li-Ion 700 mAh battery,,Removable Li-Ion 700 mAh battery,,Removable Li-Ion 700 mAh battery,Removable Li-Ion 700 mAh battery,,2010. Released 2010,Discontinued,107 x 45 x 11.2 mm (4.21 x 1.77 x 0.44 in),70 g (2.47 oz),,Mini-SIM,Removable Li-Ion 700 mAh battery,"CSTN, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 700 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",3MB,,,,,,,Yes,No,Removable Li-Ion 700 mAh battery,No,No,No,,"FM radio, scheduled recording",_,_,Removable Li-Ion 700 mAh battery,Removable Li-Ion 700 mAh battery,,Up to 3 h,,Black,,,,About 30 EUR,,,,Yes,,
Spice S-5420,GSM,GSM 900 / 1800 / 1900,Removable Li-Ion 750 mAh battery,,Removable Li-Ion 750 mAh battery,,Removable Li-Ion 750 mAh battery,Removable Li-Ion 750 mAh battery,,2010. Released 2010,Discontinued,112 x 49 x 12.8 mm (4.41 x 1.93 x 0.50 in),95 g (3.35 oz),,Mini-SIM,Removable Li-Ion 750 mAh battery,"TFT, 256K colors","2.2 inches, 15.0 cm","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,Removable Li-Ion 750 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 750 mAh battery,No,"2.0, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 750 mAh battery,Removable Li-Ion 750 mAh battery,,Up to 2 h 30 min,,Black,,,,About 40 EUR,,,,Yes,,
Spice S-6005,GSM,GSM 900 / 1800 / 1900,Removable Li-Ion 750 mAh battery,,Removable Li-Ion 750 mAh battery,,Removable Li-Ion 750 mAh battery,Removable Li-Ion 750 mAh battery,,2010. Released 2010,Discontinued,116.5 x 49.2 x 10.1 mm (4.59 x 1.94 x 0.40 in),70.6 g (2.47 oz),,Mini-SIM,Removable Li-Ion 750 mAh battery,"TFT, 256K colors","2.2 inches, 15.2 cm",176 x 220 pixels (~128 ppi density),,Removable Li-Ion 750 mAh battery,,,,,"microSD, up to 4 GB (dedicated slot), 1 GB included",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 750 mAh battery,No,"1.2, A2DP",No,,"FM radio, scheduled recording",Proprietary,_,Removable Li-Ion 750 mAh battery,Removable Li-Ion 750 mAh battery,,Up to 6 h 40 min,,Black,,,,About 20 EUR,,,,Yes,,
Spice D-1111,GSM / CDMA2000,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1350 mAh battery,CDMA2000 1x,Removable Li-Ion 1350 mAh battery,,Removable Li-Ion 1350 mAh battery,Removable Li-Ion 1350 mAh battery,"Yes, 384 kbps",2010. Released 2010,Discontinued,110.8 x 58.3 x 16.8 mm (4.36 x 2.30 x 0.66 in),130.2 g (4.59 oz),,Mini-SIM,Removable Li-Ion 1350 mAh battery,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Removable Li-Ion 1350 mAh battery,Microsoft Windows Mobile 6.0,,,,"microSD, up to 16 GB (dedicated slot)",60MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1350 mAh battery,No,"1.2, A2DP",No,,No,Proprietary,_,Removable Li-Ion 1350 mAh battery,Removable Li-Ion 1350 mAh battery,,Up to 8 h,,Black,,,,About 90 EUR,,,,Yes,,
Spice M-5252,GSM,GSM 900 / 1800 - SIM 1,Removable Li-Ion 1300 mAh battery,,Removable Li-Ion 1300 mAh battery,,Removable Li-Ion 1300 mAh battery,Removable Li-Ion 1300 mAh battery,,2010. Released 2010,Discontinued,110.6 x 47 x 15.3 mm (4.35 x 1.85 x 0.60 in),92.6 g (3.25 oz),,Dual SIM (Mini-SIM),Removable Li-Ion 1300 mAh battery,"TFT, 256K colors",_,176 x 220 pixels,,Removable Li-Ion 1300 mAh battery,,,,,"microSD, up to 8 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1300 mAh battery,No,No,No,,"FM radio, scheduled recording",No,_,Removable Li-Ion 1300 mAh battery,Removable Li-Ion 1300 mAh battery,,Up to 8 h,,Black,,,,About 60 EUR,,,,Yes,,
Spice KT-5353,GSM,GSM 900 / 1800,Removable Li-Ion battery,,Removable Li-Ion battery,,Removable Li-Ion battery,Removable Li-Ion battery,,"2010, September",Cancelled,112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in),95 g (3.35 oz),,Mini-SIM,Removable Li-Ion battery,"TFT,  256K colors","2.2 inches, 15.0 cm","180 x 240 pixels, 4:3 ratio (~136 ppi density)",,Removable Li-Ion battery,,,,,"microSD, up to 8 GB",,,LED flash,Yes,,LED flash,Yes,Yes,No,Removable Li-Ion battery,No,"2.0, A2DP",No,,"FM radio, recording",microUSB,_,Removable Li-Ion battery,Removable Li-Ion battery,,Up to 4 h,,Dark grey,,,,About 50 EUR,,,,Yes,,
T-Mobile Revvlry+,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Non-removable Li-Ion 3000 mAh battery,HSDPA 850 / 1700(AWS) / 1900,Non-removable Li-Ion 3000 mAh battery,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 13(700), 20(800), 66(1700/2100), 71(600)",Non-removable Li-Ion 3000 mAh battery,Non-removable Li-Ion 3000 mAh battery,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, July","Available. Released 2019, July",158.5 x 75.2 x 8.6 mm (6.24 x 2.96 x 0.34 in),-,,Nano-SIM,Non-removable Li-Ion 3000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","6.24 inches, 97.5 cm","1080 x 2270 pixels, 19:9 ratio (~403 ppi density)",,Non-removable Li-Ion 3000 mAh battery,Android 9.0 (Pie),Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core 1.8 GHz Kryo 260,Adreno 509,"microSD, up to 1 TB (dedicated slot)",64GB 4GB RAM,,HDR,1080p@30fps,"16 MP, f/1.7, 1.22µm, PDAF, OIS",HDR,1080p@30fps,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,Non-removable Li-Ion 3000 mAh battery,Fast battery charging 27W,,,Black,,,,About 350 USD,,,,Yes,,
T-Mobile Revvlry,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Non-removable Li-Ion 3000 mAh battery,HSDPA 850 / 1700(AWS) / 1900,Non-removable Li-Ion 3000 mAh battery,"LTE band 2(1900), 4(1700/2100), 5(850), 7(2600), 12(700), 38(2600), 66(1700/2100), 71(600)",Non-removable Li-Ion 3000 mAh battery,Non-removable Li-Ion 3000 mAh battery,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, July","Available. Released 2019, July",148.6 x 71.4 x 8.1 mm (5.85 x 2.81 x 0.32 in),-,,Nano-SIM,Non-removable Li-Ion 3000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 81.1 cm","720 x 1520 pixels, 19:9 ratio (~295 ppi density)",,Non-removable Li-Ion 3000 mAh battery,Android 9.0 (Pie),Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,"microSD, up to 1 TB (dedicated slot)",32GB 3GB RAM,,LED flash,1080p@30fps,,LED flash,1080p@30fps,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,Non-removable Li-Ion 3000 mAh battery,Battery charging 10W,,,Black,,,,About 200 USD,,,,Yes,,
T-Mobile Revvl,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,Non-removable Li-Ion 3000 mAh battery,HSDPA 1700 (AWS)/ 1900,Non-removable Li-Ion 3000 mAh battery,"LTE band 2(1900), 4(1700/2100), 5(850), 12(700), 66(1700/2100)",Non-removable Li-Ion 3000 mAh battery,Non-removable Li-Ion 3000 mAh battery,"HSPA, LTE","2017, August","Available. Released 2017, August",151.9 x 77 x 8.4 mm (5.98 x 3.03 x 0.33 in),157.9 g (5.64 oz),,Nano-SIM,Non-removable Li-Ion 3000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Non-removable Li-Ion 3000 mAh battery,Android 7.0 (Nougat),Mediatek MT6738,Quad-core 1.5 GHz Cortex-A53,Mali-T860MP2,"microSD, up to 128 GB",32GB 2GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 3000 mAh battery,Non-removable Li-Ion 3000 mAh battery,,Up to 12 h (3G),,Black,,,,About 125 USD,,,,Yes,,
T-Mobile Prism II,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1750 mAh battery,HSDPA 850 / 1700 / 1900 / 2100,Removable Li-Ion 1750 mAh battery,,Removable Li-Ion 1750 mAh battery,Removable Li-Ion 1750 mAh battery,HSPA,"2013, June. Released 2013, June",Discontinued,117 x 62 x 12.4 mm (4.61 x 2.44 x 0.49 in),100 g (3.53 oz),,Mini-SIM,Removable Li-Ion 1750 mAh battery,TFT capacitive touchscreen,"3.5 inches, 36.5 cm","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Removable Li-Ion 1750 mAh battery,Android 4.1 (Jelly Bean),,1.0 GHz Cortex-A5,,"microSD, up to 32 GB (dedicated slot)",4GB 512MB RAM,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1750 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1750 mAh battery,Removable Li-Ion 1750 mAh battery,,Up to 8 h,,Black,,,,About 90 EUR,,,,Yes,,
T-Mobile Concord,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1500 mAh battery,HSDPA 850 / 1700 / 1900 / 2100,Removable Li-Ion 1500 mAh battery,,Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,HSPA 7.2/5.76 Mbps,"2012, August. Released 2012, August",Discontinued,117 x 62 x 11.4 mm (4.61 x 2.44 x 0.45 in),100 g (3.53 oz),,Mini-SIM,Removable Li-Ion 1500 mAh battery,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Removable Li-Ion 1500 mAh battery,Android 2.3.5 (Gingerbread),BCM21553,832 MHz,,"microSD, up to 32 GB (dedicated slot), 2 GB included",512MB 512MB RAM,,,480p,,,480p,Yes,Yes,Removable Li-Ion 1500 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,,Up to 8 h 30 min,,Black,,,,About 80 EUR,,,,Yes,,
T-Mobile myTouch Q 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1500 mAh battery,HSDPA 1700 / 2100,Removable Li-Ion 1500 mAh battery,,Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,HSPA,"2012, August. Released 2012, August",Discontinued,124.8 x 63.9 x 14.3 mm (4.91 x 2.52 x 0.56 in),185 g (6.53 oz),,Mini-SIM,Removable Li-Ion 1500 mAh battery,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Removable Li-Ion 1500 mAh battery,Android 2.3 (Gingerbread),Qualcomm MSM8255T Snapdragon S2,1.4 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot)",4GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 1500 mAh battery,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Yes,"Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,,Up to 6 h,,"Black, White",,,,About 290 EUR,,,,Yes,,
T-Mobile myTouch 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1500 mAh battery,HSDPA 1700 / 2100,Removable Li-Ion 1500 mAh battery,,Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,HSPA,"2012, August. Released 2012, August",Discontinued,114 x 62 x 10 mm (4.49 x 2.44 x 0.39 in),140 g (4.94 oz),,Mini-SIM,Removable Li-Ion 1500 mAh battery,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Removable Li-Ion 1500 mAh battery,Android 2.3 (Gingerbread),Qualcomm MSM8255T Snapdragon S2,1.4 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot)",4GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 1500 mAh battery,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Yes,"Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,Removable Li-Ion 1500 mAh battery,,Up to 6 h 10,,"Black, Dark red",,,,About 290 EUR,,,,Yes,,
T-Mobile Prism,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1400 mAh battery,HSDPA 850 / 1700 / 1900 / 2100,Removable Li-Ion 1400 mAh battery,,Removable Li-Ion 1400 mAh battery,Removable Li-Ion 1400 mAh battery,HSPA,"2012, May. Released 2012, May",Discontinued,116.3 x 60.2 x 12.2 mm (4.58 x 2.37 x 0.48 in),125 g (4.41 oz),,Mini-SIM,Removable Li-Ion 1400 mAh battery,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Removable Li-Ion 1400 mAh battery,Android 2.3.5 (Gingerbread),,600 MHz,,"microSD, up to 32 GB (dedicated slot)",512MB,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1400 mAh battery,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1400 mAh battery,Removable Li-Ion 1400 mAh battery,,Up to 6 h 30 min,,Black,,,,About 170 EUR,,,,Yes,,
T-Mobile Move Balance,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 2000 mAh battery,HSDPA 850 / 1900,Removable Li-Ion 2000 mAh battery,,Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,HSPA 7.2/0.384 Mbps,"2011, December. Released 2011, December",Discontinued,118.5 x 59.5 x 10.5 mm (4.67 x 2.34 x 0.41 in),142 g (5.01 oz),,Mini-SIM,Removable Li-Ion 2000 mAh battery,"TFT capacitive touchscreen, 256K colors","3.7 inches, 39.0 cm","480 x 800 pixels, 5:3 ratio (~252 ppi density)",,Removable Li-Ion 2000 mAh battery,Android 2.3.5 (Gingerbread),,800 MHz,,"microSD, up to 32 GB (dedicated slot), 4 GB included",4GB 512MB RAM,,LED flash,Yes,,LED flash,Yes,Yes,Yes,Removable Li-Ion 2000 mAh battery,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,,Up to 11 h,,Black,,,0.54 W/kg (head),About 100 EUR,,,,Yes,,
T-Mobile Arizona,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1100 mAh battery,HSDPA,Removable Li-Ion 1100 mAh battery,,Removable Li-Ion 1100 mAh battery,Removable Li-Ion 1100 mAh battery,HSPA 3.6/0.384 Mbps,"2011, Q4. Released 2011, December",Discontinued,104 x 55 x 12.9 mm (4.09 x 2.17 x 0.51 in),100 g (3.53 oz),,Mini-SIM,Removable Li-Ion 1100 mAh battery,"TFT touchscreen, 256K colors","2.8 inches, 24.3 cm","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Removable Li-Ion 1100 mAh battery,Android OS,,,,"microSD, up to 32 GB (dedicated slot), 2 GB included",100MB,,,Yes,,,Yes,Yes,Yes,Removable Li-Ion 1100 mAh battery,Wi-Fi 802.11 b/g,"2.1, A2DP, EDR","Yes, with A-GPS",,,microUSB 2.0,Accelerometer,Removable Li-Ion 1100 mAh battery,Removable Li-Ion 1100 mAh battery,,Up to 4 h,,Black,,,1.10 W/kg (head),,,,,Yes,,
